proteinIDA,proteinIDB,interfaceA,interfaceB,clusterIDA,clusterIDB,entryID
8SNB-1-1Y-6-403,8SNB-1-TD-55-8712,/data4/hfxie/Dataset/Interfaces/8SNB/1/1Y-TD-1Y,/data4/hfxie/Dataset/Interfaces/8SNB/1/1Y-TD-TD,403,8712,8SNB
9CPC-1-4Z-27-1420,9CPC-1-KO-41-8712,/data4/hfxie/Dataset/Interfaces/9CPC/1/4Z-KO-4Z,/data4/hfxie/Dataset/Interfaces/9CPC/1/4Z-KO-KO,1420,8712,9CPC
8V4K-1-B-2-8712,8V4K-1-E-3-5489,/data4/hfxie/Dataset/Interfaces/8V4K/1/B-E-B,/data4/hfxie/Dataset/Interfaces/8V4K/1/B-E-E,8712,5489,8V4K
6MZE-2-R-2-8712,6MZE-2-S-3-1363,/data4/hfxie/Dataset/Interfaces/6MZE/2/R-S-R,/data4/hfxie/Dataset/Interfaces/6MZE/2/R-S-S,8712,1363,6MZE
4LNU-1-B-2-8712,4LNU-1-K-4-4315,/data4/hfxie/Dataset/Interfaces/4LNU/1/B-K-B,/data4/hfxie/Dataset/Interfaces/4LNU/1/B-K-K,8712,4315,4LNU
4F6R-1-B-2-8712,4F6R-1-D-4-8072,/data4/hfxie/Dataset/Interfaces/4F6R/1/B-D-B,/data4/hfxie/Dataset/Interfaces/4F6R/1/B-D-D,8712,8072,4F6R
4F6R-1-B-2-8712,4F6R-1-C-3-8418,/data4/hfxie/Dataset/Interfaces/4F6R/1/B-C-B,/data4/hfxie/Dataset/Interfaces/4F6R/1/B-C-C,8712,8418,4F6R
8G3D-1-1L-21-2193,8G3D-1-BH-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1L-BH-1L,/data4/hfxie/Dataset/Interfaces/8G3D/1/1L-BH-BH,2193,8712,8G3D
8G3D-1-1S-11-7757,8G3D-1-AF-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1S-AF-1S,/data4/hfxie/Dataset/Interfaces/8G3D/1/1S-AF-AF,7757,8712,8G3D
8G3D-1-0X-15-2604,8G3D-1-MD-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/0X-MD-0X,/data4/hfxie/Dataset/Interfaces/8G3D/1/0X-MD-MD,2604,8712,8G3D
8G3D-1-0F-6-243,8G3D-1-ED-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/0F-ED-0F,/data4/hfxie/Dataset/Interfaces/8G3D/1/0F-ED-ED,243,8712,8G3D
8G3D-1-1T-12-5687,8G3D-1-MF-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1T-MF-1T,/data4/hfxie/Dataset/Interfaces/8G3D/1/1T-MF-MF,5687,8712,8G3D
8G3D-1-1N-9-757,8G3D-1-KJ-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1N-KJ-1N,/data4/hfxie/Dataset/Interfaces/8G3D/1/1N-KJ-KJ,757,8712,8G3D
8G3D-1-0B-2-1766,8G3D-1-JH-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/0B-JH-0B,/data4/hfxie/Dataset/Interfaces/8G3D/1/0B-JH-JH,1766,8712,8G3D
8G3D-1-3R-25-735,8G3D-1-EL-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/3R-EL-3R,/data4/hfxie/Dataset/Interfaces/8G3D/1/3R-EL-EL,735,8712,8G3D
8G3D-1-1J-19-8010,8G3D-1-IN-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1J-IN-1J,/data4/hfxie/Dataset/Interfaces/8G3D/1/1J-IN-IN,8010,8712,8G3D
8G3D-1-1D-4-1411,8G3D-1-EF-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1D-EF-1D,/data4/hfxie/Dataset/Interfaces/8G3D/1/1D-EF-EF,1411,8712,8G3D
8G3D-1-1H-8-5522,8G3D-1-HL-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1H-HL-1H,/data4/hfxie/Dataset/Interfaces/8G3D/1/1H-HL-HL,5522,8712,8G3D
8G3D-1-5S-35-215,8G3D-1-AH-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/5S-AH-5S,/data4/hfxie/Dataset/Interfaces/8G3D/1/5S-AH-AH,215,8712,8G3D
8G3D-1-0U-13-2249,8G3D-1-WB-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/0U-WB-0U,/data4/hfxie/Dataset/Interfaces/8G3D/1/0U-WB-WB,2249,8712,8G3D
8G3D-1-5A-36-3370,8G3D-1-ND-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/5A-ND-5A,/data4/hfxie/Dataset/Interfaces/8G3D/1/5A-ND-ND,3370,8712,8G3D
8G3D-1-1B-16-8653,8G3D-1-JD-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1B-JD-1B,/data4/hfxie/Dataset/Interfaces/8G3D/1/1B-JD-JD,8653,8712,8G3D
8G3D-1-2G-29-5966,8G3D-1-JJ-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/2G-JJ-2G,/data4/hfxie/Dataset/Interfaces/8G3D/1/2G-JJ-JJ,5966,8712,8G3D
8G3D-1-2O-23-363,8G3D-1-VL-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/2O-VL-2O,/data4/hfxie/Dataset/Interfaces/8G3D/1/2O-VL-VL,363,8712,8G3D
8G3D-1-1W-26-2904,8G3D-1-LD-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1W-LD-1W,/data4/hfxie/Dataset/Interfaces/8G3D/1/1W-LD-LD,2904,8712,8G3D
8G3D-1-2C-27-1540,8G3D-1-KJ-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/2C-KJ-2C,/data4/hfxie/Dataset/Interfaces/8G3D/1/2C-KJ-KJ,1540,8712,8G3D
8G3D-1-1F-17-1516,8G3D-1-GL-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/1F-GL-1F,/data4/hfxie/Dataset/Interfaces/8G3D/1/1F-GL-GL,1516,8712,8G3D
8G3D-1-2F-28-8651,8G3D-1-GF-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/2F-GF-2F,/data4/hfxie/Dataset/Interfaces/8G3D/1/2F-GF-GF,8651,8712,8G3D
8G3D-1-2M-22-3096,8G3D-1-IJ-46-8712,/data4/hfxie/Dataset/Interfaces/8G3D/1/2M-IJ-2M,/data4/hfxie/Dataset/Interfaces/8G3D/1/2M-IJ-IJ,3096,8712,8G3D
9M1J-1-G-3-6539,9M1J-1-b-4-8712,/data4/hfxie/Dataset/Interfaces/9M1J/1/G-b-G,/data4/hfxie/Dataset/Interfaces/9M1J/1/G-b-b,6539,8712,9M1J
9M1L-1-E-3-3514,9M1L-1-b-5-8712,/data4/hfxie/Dataset/Interfaces/9M1L/1/E-b-E,/data4/hfxie/Dataset/Interfaces/9M1L/1/E-b-b,3514,8712,9M1L
8IYJ-1-3-3-5795,8IYJ-1-GL-9-8712,/data4/hfxie/Dataset/Interfaces/8IYJ/1/3-GL-3,/data4/hfxie/Dataset/Interfaces/8IYJ/1/3-GL-GL,5795,8712,8IYJ
8IYJ-1-AF-9-8712,8IYJ-1-X4-33-4298,/data4/hfxie/Dataset/Interfaces/8IYJ/1/AF-X4-AF,/data4/hfxie/Dataset/Interfaces/8IYJ/1/AF-X4-X4,8712,4298,8IYJ
8IYJ-1-GL-9-8712,8IYJ-1-P2-26-7724,/data4/hfxie/Dataset/Interfaces/8IYJ/1/GL-P2-GL,/data4/hfxie/Dataset/Interfaces/8IYJ/1/GL-P2-P2,8712,7724,8IYJ
9EDR-1-D-1-6186,9EDR-1-B-4-8712,/data4/hfxie/Dataset/Interfaces/9EDR/1/D-B-D,/data4/hfxie/Dataset/Interfaces/9EDR/1/D-B-B,6186,8712,9EDR
9EDR-1-G-2-3884,9EDR-1-B-4-8712,/data4/hfxie/Dataset/Interfaces/9EDR/1/G-B-G,/data4/hfxie/Dataset/Interfaces/9EDR/1/G-B-B,3884,8712,9EDR
9Y9Z-1-2B-4-8712,9Y9Z-1-32-5-525,/data4/hfxie/Dataset/Interfaces/9Y9Z/1/2B-32-2B,/data4/hfxie/Dataset/Interfaces/9Y9Z/1/2B-32-32,8712,525,9Y9Z
7JU4-1-Q-5-8712,7JU4-1-m-14-537,/data4/hfxie/Dataset/Interfaces/7JU4/1/Q-m-Q,/data4/hfxie/Dataset/Interfaces/7JU4/1/Q-m-m,8712,537,7JU4
9H1O-1-C-1-6563,9H1O-1-D-3-8712,/data4/hfxie/Dataset/Interfaces/9H1O/1/C-D-C,/data4/hfxie/Dataset/Interfaces/9H1O/1/C-D-D,6563,8712,9H1O
6TIW-1-K-1-2309,6TIW-1-B-2-8712,/data4/hfxie/Dataset/Interfaces/6TIW/1/K-B-K,/data4/hfxie/Dataset/Interfaces/6TIW/1/K-B-B,2309,8712,6TIW
6U42-1-7-1-8712,6U42-1-4B-3-7615,/data4/hfxie/Dataset/Interfaces/6U42/1/7-4B-7,/data4/hfxie/Dataset/Interfaces/6U42/1/7-4B-4B,8712,7615,6U42
6VE7-1-W-6-851,6VE7-1-i-5-8712,/data4/hfxie/Dataset/Interfaces/6VE7/1/W-i-W,/data4/hfxie/Dataset/Interfaces/6VE7/1/W-i-i,851,8712,6VE7
6VE7-1-A-1-5613,6VE7-1-K-5-8712,/data4/hfxie/Dataset/Interfaces/6VE7/1/A-K-A,/data4/hfxie/Dataset/Interfaces/6VE7/1/A-K-K,5613,8712,6VE7
6VE7-1-B-2-2229,6VE7-1-w-5-8712,/data4/hfxie/Dataset/Interfaces/6VE7/1/B-w-B,/data4/hfxie/Dataset/Interfaces/6VE7/1/B-w-w,2229,8712,6VE7
6VE7-1-H-4-8501,6VE7-1-O-5-8712,/data4/hfxie/Dataset/Interfaces/6VE7/1/H-O-H,/data4/hfxie/Dataset/Interfaces/6VE7/1/H-O-O,8501,8712,6VE7
7Z6S-1-B-2-8712,7Z6S-1-E-3-8503,/data4/hfxie/Dataset/Interfaces/7Z6S/1/B-E-B,/data4/hfxie/Dataset/Interfaces/7Z6S/1/B-E-E,8712,8503,7Z6S
7SOM-1-AE-1-8712,7SOM-1-k-6-865,/data4/hfxie/Dataset/Interfaces/7SOM/1/AE-k-AE,/data4/hfxie/Dataset/Interfaces/7SOM/1/AE-k-k,8712,865,7SOM
7SOM-1-BI-1-8712,7SOM-1-j-5-109,/data4/hfxie/Dataset/Interfaces/7SOM/1/BI-j-BI,/data4/hfxie/Dataset/Interfaces/7SOM/1/BI-j-j,8712,109,7SOM
7SOM-1-FG-1-8712,7SOM-1-q-8-4395,/data4/hfxie/Dataset/Interfaces/7SOM/1/FG-q-FG,/data4/hfxie/Dataset/Interfaces/7SOM/1/FG-q-q,8712,4395,7SOM
7RS5-1-H-2-8712,7RS5-1-c-3-4640,/data4/hfxie/Dataset/Interfaces/7RS5/1/H-c-H,/data4/hfxie/Dataset/Interfaces/7RS5/1/H-c-c,8712,4640,7RS5
7NBA-1-B-2-8712,7NBA-1-K-3-1751,/data4/hfxie/Dataset/Interfaces/7NBA/1/B-K-B,/data4/hfxie/Dataset/Interfaces/7NBA/1/B-K-K,8712,1751,7NBA
9CPB-1-2P-12-5437,9CPB-1-WH-41-8712,/data4/hfxie/Dataset/Interfaces/9CPB/1/2P-WH-2P,/data4/hfxie/Dataset/Interfaces/9CPB/1/2P-WH-WH,5437,8712,9CPB
9CPC-1-5W-36-1759,9CPC-1-ON-41-8712,/data4/hfxie/Dataset/Interfaces/9CPC/1/5W-ON-5W,/data4/hfxie/Dataset/Interfaces/9CPC/1/5W-ON-ON,1759,8712,9CPC
9CPB-1-3A-15-4376,9CPB-1-JJ-41-8712,/data4/hfxie/Dataset/Interfaces/9CPB/1/3A-JJ-3A,/data4/hfxie/Dataset/Interfaces/9CPB/1/3A-JJ-JJ,4376,8712,9CPB
8GLV-1-1O-1-8712,8GLV-1-zr-126-6289,/data4/hfxie/Dataset/Interfaces/8GLV/1/1O-zr-1O,/data4/hfxie/Dataset/Interfaces/8GLV/1/1O-zr-zr,8712,6289,8GLV
8GLV-1-1Q-1-8712,8GLV-1-4X-8-7698,/data4/hfxie/Dataset/Interfaces/8GLV/1/1Q-4X-1Q,/data4/hfxie/Dataset/Interfaces/8GLV/1/1Q-4X-4X,8712,7698,8GLV
9YMG-1-B-2-8712,9YMG-1-C-3-5627,/data4/hfxie/Dataset/Interfaces/9YMG/1/B-C-B,/data4/hfxie/Dataset/Interfaces/9YMG/1/B-C-C,8712,5627,9YMG
9E5C-1-0V-6-6220,9E5C-1-CK-153-8712,/data4/hfxie/Dataset/Interfaces/9E5C/1/0V-CK-0V,/data4/hfxie/Dataset/Interfaces/9E5C/1/0V-CK-CK,6220,8712,9E5C
8F1A-1-B-2-8712,8F1A-1-K-3-2574,/data4/hfxie/Dataset/Interfaces/8F1A/1/B-K-B,/data4/hfxie/Dataset/Interfaces/8F1A/1/B-K-K,8712,2574,8F1A
9KBW-1-A-1-7272,9KBW-1-B-2-8712,/data4/hfxie/Dataset/Interfaces/9KBW/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9KBW/1/A-B-B,7272,8712,9KBW
9M1J-1-E-2-579,9M1J-1-b-4-8712,/data4/hfxie/Dataset/Interfaces/9M1J/1/E-b-E,/data4/hfxie/Dataset/Interfaces/9M1J/1/E-b-b,579,8712,9M1J
9M1N-1-C-1-3962,9M1N-1-b-5-8712,/data4/hfxie/Dataset/Interfaces/9M1N/1/C-b-C,/data4/hfxie/Dataset/Interfaces/9M1N/1/C-b-b,3962,8712,9M1N
4FFB-1-B-2-8712,4FFB-1-C-3-612,/data4/hfxie/Dataset/Interfaces/4FFB/1/B-C-B,/data4/hfxie/Dataset/Interfaces/4FFB/1/B-C-C,8712,612,4FFB
6GX7-1-B-2-8712,6GX7-1-G-4-8519,/data4/hfxie/Dataset/Interfaces/6GX7/1/B-G-B,/data4/hfxie/Dataset/Interfaces/6GX7/1/B-G-G,8712,8519,6GX7
9EDR-1-B-4-8712,9EDR-1-C-5-8411,/data4/hfxie/Dataset/Interfaces/9EDR/1/B-C-B,/data4/hfxie/Dataset/Interfaces/9EDR/1/B-C-C,8712,8411,9EDR
6U42-1-T4-1-8712,6U42-1-4U-7-8297,/data4/hfxie/Dataset/Interfaces/6U42/1/T4-4U-T4,/data4/hfxie/Dataset/Interfaces/6U42/1/T4-4U-4U,8712,8297,6U42
6U42-1-M4-1-8712,6U42-1-7K-30-7466,/data4/hfxie/Dataset/Interfaces/6U42/1/M4-7K-M4,/data4/hfxie/Dataset/Interfaces/6U42/1/M4-7K-7K,8712,7466,6U42
6U42-1-S2-1-8712,6U42-1-5F-12-1912,/data4/hfxie/Dataset/Interfaces/6U42/1/S2-5F-S2,/data4/hfxie/Dataset/Interfaces/6U42/1/S2-5F-5F,8712,1912,6U42
6U42-1-Q4-1-8712,6U42-1-6F-20-3236,/data4/hfxie/Dataset/Interfaces/6U42/1/Q4-6F-Q4,/data4/hfxie/Dataset/Interfaces/6U42/1/Q4-6F-6F,8712,3236,6U42
6U42-1-K4-1-8712,6U42-1-4O-6-963,/data4/hfxie/Dataset/Interfaces/6U42/1/K4-4O-K4,/data4/hfxie/Dataset/Interfaces/6U42/1/K4-4O-4O,8712,963,6U42
6U42-1-O4-1-8712,6U42-1-6E-19-2214,/data4/hfxie/Dataset/Interfaces/6U42/1/O4-6E-O4,/data4/hfxie/Dataset/Interfaces/6U42/1/O4-6E-6E,8712,2214,6U42
6U42-1-E6-1-8712,6U42-1-6L-22-6251,/data4/hfxie/Dataset/Interfaces/6U42/1/E6-6L-E6,/data4/hfxie/Dataset/Interfaces/6U42/1/E6-6L-6L,8712,6251,6U42
6U42-1-O6-1-8712,6U42-1-7P-32-7890,/data4/hfxie/Dataset/Interfaces/6U42/1/O6-7P-O6,/data4/hfxie/Dataset/Interfaces/6U42/1/O6-7P-7P,8712,7890,6U42
6U42-1-J4-1-8712,6U42-1-5Q-16-2295,/data4/hfxie/Dataset/Interfaces/6U42/1/J4-5Q-J4,/data4/hfxie/Dataset/Interfaces/6U42/1/J4-5Q-5Q,8712,2295,6U42
6U42-1-L2-1-8712,6U42-1-7J-29-5894,/data4/hfxie/Dataset/Interfaces/6U42/1/L2-7J-L2,/data4/hfxie/Dataset/Interfaces/6U42/1/L2-7J-7J,8712,5894,6U42
6U42-1-M2-1-8712,6U42-1-5O-15-6680,/data4/hfxie/Dataset/Interfaces/6U42/1/M2-5O-M2,/data4/hfxie/Dataset/Interfaces/6U42/1/M2-5O-5O,8712,6680,6U42
6U42-1-R4-1-8712,6U42-1-5E-11-6525,/data4/hfxie/Dataset/Interfaces/6U42/1/R4-5E-R4,/data4/hfxie/Dataset/Interfaces/6U42/1/R4-5E-5E,8712,6525,6U42
6U42-1-T4-1-8712,6U42-1-6H-21-6346,/data4/hfxie/Dataset/Interfaces/6U42/1/T4-6H-T4,/data4/hfxie/Dataset/Interfaces/6U42/1/T4-6H-6H,8712,6346,6U42
6U42-1-N8-1-8712,6U42-1-7C-25-1473,/data4/hfxie/Dataset/Interfaces/6U42/1/N8-7C-N8,/data4/hfxie/Dataset/Interfaces/6U42/1/N8-7C-7C,8712,1473,6U42
7N6G-1-2J-17-4701,7N6G-1-Cc-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/2J-Cc-2J,/data4/hfxie/Dataset/Interfaces/7N6G/1/2J-Cc-Cc,4701,8712,7N6G
7N6G-1-2H-15-6685,7N6G-1-Dg-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/2H-Dg-2H,/data4/hfxie/Dataset/Interfaces/7N6G/1/2H-Dg-Dg,6685,8712,7N6G
7N6G-1-2I-16-6531,7N6G-1-Dc-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/2I-Dc-2I,/data4/hfxie/Dataset/Interfaces/7N6G/1/2I-Dc-Dc,6531,8712,7N6G
7N6G-1-2W-25-5667,7N6G-1-2c-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/2W-2c-2W,/data4/hfxie/Dataset/Interfaces/7N6G/1/2W-2c-2c,5667,8712,7N6G
7N6G-1-1R-10-8215,7N6G-1-Ac-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/1R-Ac-1R,/data4/hfxie/Dataset/Interfaces/7N6G/1/1R-Ac-Ac,8215,8712,7N6G
7N6G-1-2N-20-3194,7N6G-1-6e-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/2N-6e-2N,/data4/hfxie/Dataset/Interfaces/7N6G/1/2N-6e-6e,3194,8712,7N6G
7N6G-1-2L-18-7554,7N6G-1-5e-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/2L-5e-2L,/data4/hfxie/Dataset/Interfaces/7N6G/1/2L-5e-5e,7554,8712,7N6G
7N6G-1-2O-21-5281,7N6G-1-6c-12-8712,/data4/hfxie/Dataset/Interfaces/7N6G/1/2O-6c-2O,/data4/hfxie/Dataset/Interfaces/7N6G/1/2O-6c-6c,5281,8712,7N6G
4QPG-1-B-2-94,4QPG-1-C-3-6074,/data4/hfxie/Dataset/Interfaces/4QPG/1/B-C-B,/data4/hfxie/Dataset/Interfaces/4QPG/1/B-C-C,94,6074,4QPG
4QPI-1-A-1-850,4QPI-1-C-3-6074,/data4/hfxie/Dataset/Interfaces/4QPI/1/A-C-A,/data4/hfxie/Dataset/Interfaces/4QPI/1/A-C-C,850,6074,4QPI
4QPI-1-A-1-850,4QPI-1-B-2-94,/data4/hfxie/Dataset/Interfaces/4QPI/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4QPI/1/A-B-B,850,94,4QPI
6IF3-1-A-1-8198,6IF3-1-B-2-13416,/data4/hfxie/Dataset/Interfaces/6IF3/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6IF3/1/A-B-B,8198,13416,6IF3
4FMD-3-E-1-5366,4FMD-3-F-3-13416,/data4/hfxie/Dataset/Interfaces/4FMD/3/E-F-E,/data4/hfxie/Dataset/Interfaces/4FMD/3/E-F-F,5366,13416,4FMD
6IF2-1-B-1-13416,6IF2-1-A-2-7949,/data4/hfxie/Dataset/Interfaces/6IF2/1/B-A-B,/data4/hfxie/Dataset/Interfaces/6IF2/1/B-A-A,13416,7949,6IF2
6EKK-2-B-1-7737,6EKK-2-D-2-13416,/data4/hfxie/Dataset/Interfaces/6EKK/2/B-D-B,/data4/hfxie/Dataset/Interfaces/6EKK/2/B-D-D,7737,13416,6EKK
4YX7-2-D-1-1742,4YX7-2-E-2-10941,/data4/hfxie/Dataset/Interfaces/4YX7/2/D-E-D,/data4/hfxie/Dataset/Interfaces/4YX7/2/D-E-E,1742,10941,4YX7
4YX7-1-B-2-10941,4YX7-1-C-3-6693,/data4/hfxie/Dataset/Interfaces/4YX7/1/B-C-B,/data4/hfxie/Dataset/Interfaces/4YX7/1/B-C-C,10941,6693,4YX7
4YX7-1-A-1-1742,4YX7-1-C-3-6693,/data4/hfxie/Dataset/Interfaces/4YX7/1/A-C-A,/data4/hfxie/Dataset/Interfaces/4YX7/1/A-C-C,1742,6693,4YX7
8GTI-1-A-1-4711,8GTI-1-B-2-6693,/data4/hfxie/Dataset/Interfaces/8GTI/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8GTI/1/A-B-B,4711,6693,8GTI
4GBR-1-A-1-40,4GBR-1-B-2-6693,/data4/hfxie/Dataset/Interfaces/4GBR/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4GBR/1/A-B-B,40,6693,4GBR
6K69-1-A-1-2239,6K69-1-B-2-6693,/data4/hfxie/Dataset/Interfaces/6K69/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6K69/1/A-B-B,2239,6693,6K69
9OAO-1-L-2-11149,9OAO-1-C-3-11640,/data4/hfxie/Dataset/Interfaces/9OAO/1/L-C-L,/data4/hfxie/Dataset/Interfaces/9OAO/1/L-C-C,11149,11640,9OAO
9OAS-2-H-3-7300,9OAS-2-C-2-11640,/data4/hfxie/Dataset/Interfaces/9OAS/2/H-C-H,/data4/hfxie/Dataset/Interfaces/9OAS/2/H-C-C,7300,11640,9OAS
6D2P-1-C-1-11640,6D2P-1-L-3-2582,/data4/hfxie/Dataset/Interfaces/6D2P/1/C-L-C,/data4/hfxie/Dataset/Interfaces/6D2P/1/C-L-L,11640,2582,6D2P
7SG4-1-H-2-7300,7SG4-1-L-3-11149,/data4/hfxie/Dataset/Interfaces/7SG4/1/H-L-H,/data4/hfxie/Dataset/Interfaces/7SG4/1/H-L-L,7300,11149,7SG4
7MK6-1-B-2-11149,7MK6-1-C-3-6193,/data4/hfxie/Dataset/Interfaces/7MK6/1/B-C-B,/data4/hfxie/Dataset/Interfaces/7MK6/1/B-C-C,11149,6193,7MK6
9PKV-1-K-2-4425,9PKV-1-L-6-11149,/data4/hfxie/Dataset/Interfaces/9PKV/1/K-L-K,/data4/hfxie/Dataset/Interfaces/9PKV/1/K-L-L,4425,11149,9PKV
6ANI-1-K-1-1072,6ANI-1-L-3-11149,/data4/hfxie/Dataset/Interfaces/6ANI/1/K-L-K,/data4/hfxie/Dataset/Interfaces/6ANI/1/K-L-L,1072,11149,6ANI
6B0H-2-J-1-10093,6B0H-2-A-3-11149,/data4/hfxie/Dataset/Interfaces/6B0H/2/J-A-J,/data4/hfxie/Dataset/Interfaces/6B0H/2/J-A-A,10093,11149,6B0H
7AHV-1-B-2-11149,7AHV-1-H-4-10733,/data4/hfxie/Dataset/Interfaces/7AHV/1/B-H-B,/data4/hfxie/Dataset/Interfaces/7AHV/1/B-H-H,11149,10733,7AHV
4N8C-2-I-1-6120,4N8C-2-M-2-11149,/data4/hfxie/Dataset/Interfaces/4N8C/2/I-M-I,/data4/hfxie/Dataset/Interfaces/4N8C/2/I-M-M,6120,11149,4N8C
8HIK-1-A-1-10673,8HIK-1-L-4-11149,/data4/hfxie/Dataset/Interfaces/8HIK/1/A-L-A,/data4/hfxie/Dataset/Interfaces/8HIK/1/A-L-L,10673,11149,8HIK
5W06-1-T-1-8659,5W06-1-L-2-11149,/data4/hfxie/Dataset/Interfaces/5W06/1/T-L-T,/data4/hfxie/Dataset/Interfaces/5W06/1/T-L-L,8659,11149,5W06
9CCS-1-B-2-11149,9CCS-1-C-3-6917,/data4/hfxie/Dataset/Interfaces/9CCS/1/B-C-B,/data4/hfxie/Dataset/Interfaces/9CCS/1/B-C-C,11149,6917,9CCS
2H2S-1-B-1-1159,2H2S-1-F-3-11149,/data4/hfxie/Dataset/Interfaces/2H2S/1/B-F-B,/data4/hfxie/Dataset/Interfaces/2H2S/1/B-F-F,1159,11149,2H2S
9FM0-2-D-2-11149,9FM0-2-F-3-4512,/data4/hfxie/Dataset/Interfaces/9FM0/2/D-F-D,/data4/hfxie/Dataset/Interfaces/9FM0/2/D-F-F,11149,4512,9FM0
7N8Q-1-G-1-2501,7N8Q-1-L-4-11149,/data4/hfxie/Dataset/Interfaces/7N8Q/1/G-L-G,/data4/hfxie/Dataset/Interfaces/7N8Q/1/G-L-L,2501,11149,7N8Q
7URX-1-C-1-6711,7URX-1-L-2-11149,/data4/hfxie/Dataset/Interfaces/7URX/1/C-L-C,/data4/hfxie/Dataset/Interfaces/7URX/1/C-L-L,6711,11149,7URX
9DBO-1-C-1-5286,9DBO-1-L-3-11149,/data4/hfxie/Dataset/Interfaces/9DBO/1/C-L-C,/data4/hfxie/Dataset/Interfaces/9DBO/1/C-L-L,5286,11149,9DBO
6FN1-1-A-1-2087,6FN1-1-B-2-11149,/data4/hfxie/Dataset/Interfaces/6FN1/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6FN1/1/A-B-B,2087,11149,6FN1
7SK5-1-A-1-4968,7SK5-1-E-4-11149,/data4/hfxie/Dataset/Interfaces/7SK5/1/A-E-A,/data4/hfxie/Dataset/Interfaces/7SK5/1/A-E-E,4968,11149,7SK5
4LU5-1-A-1-2922,4LU5-1-M-3-11149,/data4/hfxie/Dataset/Interfaces/4LU5/1/A-M-A,/data4/hfxie/Dataset/Interfaces/4LU5/1/A-M-M,2922,11149,4LU5
5C0N-1-A-1-5780,5C0N-1-L-3-11149,/data4/hfxie/Dataset/Interfaces/5C0N/1/A-L-A,/data4/hfxie/Dataset/Interfaces/5C0N/1/A-L-L,5780,11149,5C0N
7DK4-1-B-3-6811,7DK4-1-d-2-11149,/data4/hfxie/Dataset/Interfaces/7DK4/1/B-d-B,/data4/hfxie/Dataset/Interfaces/7DK4/1/B-d-d,6811,11149,7DK4
8J80-1-B-1-1989,8J80-1-D-2-11149,/data4/hfxie/Dataset/Interfaces/8J80/1/B-D-B,/data4/hfxie/Dataset/Interfaces/8J80/1/B-D-D,1989,11149,8J80
8AG1-1-L-1-11149,8AG1-1-A-3-8914,/data4/hfxie/Dataset/Interfaces/8AG1/1/L-A-L,/data4/hfxie/Dataset/Interfaces/8AG1/1/L-A-A,11149,8914,8AG1
9DRU-1-B-2-10883,9DRU-1-L-4-11149,/data4/hfxie/Dataset/Interfaces/9DRU/1/B-L-B,/data4/hfxie/Dataset/Interfaces/9DRU/1/B-L-L,10883,11149,9DRU
6PPG-1-A-2-11149,6PPG-1-G-1-4527,/data4/hfxie/Dataset/Interfaces/6PPG/1/A-G-A,/data4/hfxie/Dataset/Interfaces/6PPG/1/A-G-G,11149,4527,6PPG
3DVG-1-A-1-11149,3DVG-1-X-3-7720,/data4/hfxie/Dataset/Interfaces/3DVG/1/A-X-A,/data4/hfxie/Dataset/Interfaces/3DVG/1/A-X-X,11149,7720,3DVG
